costheta,flux
-1.000000,0.001506
-0.990000,0.001491
-0.980000,0.001476
-0.970000,0.001461
-0.960000,0.001446
-0.950000,0.001431
-0.940000,0.001416
-0.930000,0.001401
-0.920000,0.001385
-0.910000,0.001370
-0.900000,0.001355
-0.890000,0.001340
-0.880000,0.001325
-0.870000,0.001310
-0.860000,0.001295
-0.850000,0.001280
-0.840000,0.001265
-0.830000,0.001250
-0.820000,0.001235
-0.810000,0.001220
-0.800000,0.001205
-0.790000,0.001190
-0.780000,0.001175
-0.770000,0.001160
-0.760000,0.001145
-0.750000,0.001129
-0.740000,0.001114
-0.730000,0.001099
-0.720000,0.001084
-0.710000,0.001069
-0.700000,0.001054
-0.690000,0.001039
-0.680000,0.001024
-0.670000,0.001009
-0.660000,0.000994
-0.650000,0.000979
-0.640000,0.000964
-0.630000,0.000949
-0.620000,0.000934
-0.610000,0.000919
-0.600000,0.000904
-0.590000,0.000889
-0.580000,0.000873
-0.570000,0.000858
-0.560000,0.000843
-0.550000,0.000828
-0.540000,0.000813
-0.530000,0.000798
-0.520000,0.000783
-0.510000,0.000768
-0.500000,0.000753
-0.490000,0.000738
-0.480000,0.000723
-0.470000,0.000708
-0.460000,0.000693
-0.450000,0.000678
-0.440000,0.000663
-0.430000,0.000648
-0.420000,0.000632
-0.410000,0.000617
-0.400000,0.000602
-0.390000,0.000587
-0.380000,0.000572
-0.370000,0.000557
-0.360000,0.000542
-0.350000,0.000527
-0.340000,0.000512
-0.330000,0.000497
-0.320000,0.000482
-0.310000,0.000467
-0.300000,0.000452
-0.290000,0.000437
-0.280000,0.000422
-0.270000,0.000407
-0.260000,0.000392
-0.250000,0.000376
-0.240000,0.000361
-0.230000,0.000346
-0.220000,0.000331
-0.210000,0.000316
-0.200000,0.000301
-0.190000,0.000286
-0.180000,0.000271
-0.170000,0.000256
-0.160000,0.000241
-0.150000,0.000226
-0.140000,0.000211
-0.130000,0.000196
-0.120000,0.000181
-0.110000,0.000166
-0.100000,0.000151
-0.090000,0.000136
-0.080000,0.000121
-0.070000,0.000105
-0.060000,0.000090
-0.050000,0.000075
-0.040000,0.000060
-0.030000,0.000045
-0.020000,0.000030
-0.010000,0.000015
0.000000,0.000000
0.010000,0.000015
0.020000,0.000030
0.030000,0.000045
0.040000,0.000060
0.050000,0.000075
0.060000,0.000090
0.070000,0.000105
0.080000,0.000120
0.090000,0.000136
0.100000,0.000151
0.110000,0.000166
0.120000,0.000181
0.130000,0.000196
0.140000,0.000211
0.150000,0.000226
0.160000,0.000241
0.170000,0.000256
0.180000,0.000271
0.190000,0.000286
0.200000,0.000301
0.210000,0.000316
0.220000,0.000331
0.230000,0.000346
0.240000,0.000361
0.250000,0.000377
0.260000,0.000392
0.270000,0.000407
0.280000,0.000422
0.290000,0.000437
0.300000,0.000452
0.310000,0.000467
0.320000,0.000482
0.330000,0.000497
0.340000,0.000512
0.350000,0.000527
0.360000,0.000542
0.370000,0.000557
0.380000,0.000572
0.390000,0.000587
0.400000,0.000602
0.410000,0.000617
0.420000,0.000632
0.430000,0.000648
0.440000,0.000663
0.450000,0.000678
0.460000,0.000693
0.470000,0.000708
0.480000,0.000723
0.490000,0.000738
0.500000,0.000753
0.510000,0.000768
0.520000,0.000783
0.530000,0.000798
0.540000,0.000813
0.550000,0.000828
0.560000,0.000843
0.570000,0.000858
0.580000,0.000873
0.590000,0.000889
0.600000,0.000904
0.610000,0.000919
0.620000,0.000934
0.630000,0.000949
0.640000,0.000964
0.650000,0.000979
0.660000,0.000994
0.670000,0.001009
0.680000,0.001024
0.690000,0.001039
0.700000,0.001054
0.710000,0.001069
0.720000,0.001084
0.730000,0.001099
0.740000,0.001114
0.750000,0.001129
0.760000,0.001145
0.770000,0.001160
0.780000,0.001175
0.790000,0.001190
0.800000,0.001205
0.810000,0.001220
0.820000,0.001235
0.830000,0.001250
0.840000,0.001265
0.850000,0.001280
0.860000,0.001295
0.870000,0.001310
0.880000,0.001325
0.890000,0.001340
0.900000,0.001355
0.910000,0.001370
0.920000,0.001385
0.930000,0.001400
0.940000,0.001416
0.950000,0.001431
0.960000,0.001446
0.970000,0.001461
0.980000,0.001476
0.990000,0.001491
1.000000,0.001506
