energy,flux
0.000000,0.000000
0.200000,0.003816
0.400000,0.014924
0.600000,0.032817
0.800000,0.056985
1.000000,0.086921
1.200000,0.122114
1.400000,0.162058
1.600000,0.206243
1.800000,0.254161
2.000000,0.305304
2.200000,0.359161
2.400000,0.415224
2.600000,0.472985
2.800000,0.531930
3.000000,0.591481
3.200000,0.650696
3.400000,0.707589
3.600000,0.758771
3.800000,0.800600
4.000000,0.828394
4.200000,0.841142
4.400000,0.837831
4.600000,0.821613
4.800000,0.786068
5.000000,0.744642
5.200000,0.687746
5.400000,0.631409
5.600000,0.575827
5.800000,0.520743
6.000000,0.466974
6.200000,0.414411
6.400000,0.363228
6.600000,0.313183
6.800000,0.266225
7.000000,0.220407
7.200000,0.180638
7.400000,0.149636
7.600000,0.119429
7.800000,0.095102
8.000000,0.075401
8.200000,0.057825
8.400000,0.044558
8.600000,0.033297
8.800000,0.024976
9.000000,0.017973
9.200000,0.012975
9.400000,0.009099
9.600000,0.006162
9.800000,0.004223
10.000000,0.002724
10.200000,0.001816
10.400000,0.001157
10.600000,0.000658
10.800000,0.000424
11.000000,0.000242
11.200000,0.000139
11.400000,0.000070
11.600000,0.000043
11.800000,0.000020
12.000000,0.000009
12.200000,0.000004
12.400000,0.000002
12.600000,0.000001
12.800000,0.000000
13.000000,0.000000
13.200000,0.000000
13.400000,0.000000
13.600000,0.000000
13.800000,0.000000
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
