energy,flux
0.000000,0.000000
0.200000,0.153057
0.400000,0.595396
0.600000,1.301767
0.800000,2.246916
1.000000,3.405579
1.200000,4.752473
1.400000,6.262263
1.600000,7.909464
1.800000,9.666815
2.000000,11.415749
2.200000,12.554823
2.400000,12.260808
2.600000,10.965691
2.800000,9.413098
3.000000,7.721809
3.200000,6.219651
3.400000,5.090457
3.600000,4.254733
3.800000,3.634310
4.000000,3.277796
4.200000,2.855819
4.400000,2.588214
4.600000,2.365594
4.800000,2.152467
5.000000,1.943908
5.200000,1.741556
5.400000,1.543035
5.600000,1.350999
5.800000,1.167414
6.000000,0.993055
6.200000,0.852551
6.400000,0.723511
6.600000,0.606922
6.800000,0.511526
7.000000,0.423149
7.200000,0.352535
7.400000,0.287930
7.600000,0.236642
7.800000,0.191490
8.000000,0.153953
8.200000,0.122911
8.400000,0.096755
8.600000,0.076087
8.800000,0.058942
9.000000,0.045012
9.200000,0.034858
9.400000,0.025571
9.600000,0.019135
9.800000,0.013717
10.000000,0.010071
10.200000,0.006966
10.400000,0.004697
10.600000,0.003096
10.800000,0.002098
11.000000,0.001447
11.200000,0.000891
11.400000,0.000530
11.600000,0.000300
11.800000,0.000164
12.000000,0.000101
12.200000,0.000057
12.400000,0.000029
12.600000,0.000014
12.800000,0.000006
13.000000,0.000003
13.200000,0.000001
13.400000,0.000001
13.600000,0.000000
13.800000,0.000000
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
