energy,flux
0.000000,0.000000
0.200000,2.144687
0.400000,8.299892
0.600000,18.046928
0.800000,30.965652
1.000000,46.629131
1.200000,64.161209
1.400000,73.248922
1.600000,65.794262
1.800000,49.306478
2.000000,35.887390
2.200000,23.513467
2.400000,15.452986
2.600000,10.538781
2.800000,7.356774
3.000000,4.956665
3.200000,3.470106
3.400000,2.984145
3.600000,2.715893
3.800000,2.475932
4.000000,2.238833
4.200000,2.008624
4.400000,1.781958
4.600000,1.564022
4.800000,1.356288
5.000000,1.176227
5.200000,1.022035
5.400000,0.876584
5.600000,0.757827
5.800000,0.647773
6.000000,0.554392
6.200000,0.472326
6.400000,0.401208
6.600000,0.340034
6.800000,0.286223
7.000000,0.240380
7.200000,0.201281
7.400000,0.166509
7.600000,0.138508
7.800000,0.113642
8.000000,0.093224
8.200000,0.075762
8.400000,0.060567
8.600000,0.049217
8.800000,0.039205
9.000000,0.030814
9.200000,0.024199
9.400000,0.018483
9.600000,0.014311
9.800000,0.010927
10.000000,0.008270
10.200000,0.006211
10.400000,0.004547
10.600000,0.003217
10.800000,0.002269
11.000000,0.001532
11.200000,0.001075
11.400000,0.000734
11.600000,0.000476
11.800000,0.000291
12.000000,0.000178
12.200000,0.000105
12.400000,0.000060
12.600000,0.000033
12.800000,0.000017
13.000000,0.000009
13.200000,0.000004
13.400000,0.000002
13.600000,0.000001
13.800000,0.000001
14.000000,0.000000
14.200000,0.000000
14.400000,0.000000
14.600000,0.000000
14.800000,0.000000
15.000000,0.000000
15.200000,0.000000
15.400000,0.000000
15.600000,0.000000
15.800000,0.000000
